报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2024-06-30,11.06亿,3.65%,6.79亿,-23.79%,642.49亿,4.95%,0.2300,4.22,1.14,1.84,-0.61,1.72%,1.11%,5.65%,5.35%,44.30,5.09,35.40,8.90,1.13,0.49,0.43,1.44,58.95%
2024-03-31,1.55亿,-71.49%,3.22亿,-40.64%,268.32亿,-3.25%,0.0316,3.96,0.91,1.80,-1.18,0.58%,1.65%,0.80%,0.80%,52.95,2.10,42.89,10.07,1.16,0.40,0.36,1.48,59.75%
2023-12-31,20.57亿,-7.13%,19.66亿,34.88%,1249.99亿,4.89%,0.4300,3.90,0.91,1.77,0.09,1.65%,2.32%,12.02%,10.76%,41.92,11.05,32.58,9.33,1.17,0.50,0.46,1.33,57.03%
2023-09-30,15.73亿,-16.51%,14.02亿,False,947.79亿,4.01%,0.3300,3.75,0.82,1.68,0.58,1.66%,1.78%,9.34%,8.56%,35.14,9.71,27.81,7.34,1.13,0.50,0.45,1.29,56.32%
2023-06-30,10.67亿,-32.28%,8.91亿,-16.62%,612.18亿,-1.85%,0.2300,3.67,0.82,1.58,-0.26,1.74%,1.82%,6.53%,5.94%,42.19,5.29,34.00,8.19,1.18,0.51,0.44,1.49,59.88%
2023-03-31,5.43亿,4.57%,5.42亿,False,277.33亿,8.28%,0.1234,3.98,0.91,1.80,-0.57,1.96%,3.36%,3.84%,3.10%,42.85,2.65,33.98,8.87,1.25,0.56,0.50,1.50,59.93%
2022-12-31,22.15亿,21.55%,14.58亿,-8.63%,1191.75亿,5.64%,0.5000,3.18,0.30,1.68,0.0100,1.86%,1.22%,17.81%,15.86%,37.81,11.79,30.54,7.27,1.05,0.40,0.35,1.79,64.14%
2022-09-30,18.84亿,False,False,False,911.29亿,False,0.4300,False,False,False,False,2.07%,0.83%,False,False,False,False,False,False,False,False,False,False,False
2022-06-30,15.76亿,1.65%,10.68亿,-17.13%,623.71亿,11.12%,0.3600,2.95,0.30,1.54,-1.43,2.53%,2.43%,13.14%,12.13%,40.57,5.17,34.81,5.77,1.06,0.33,0.23,2.46,71.09%
2022-03-31,5.19亿,False,False,False,256.13亿,False,0.1180,False,False,False,False,2.03%,2.68%,False,False,False,False,False,False,False,False,False,False,False
2021-12-31,18.23亿,60.16%,15.96亿,118.36%,1128.16亿,46.63%,0.4100,2.48,0.30,1.21,-0.73,1.62%,0.93%,17.21%,16.72%,29.69,14.81,24.31,5.38,1.07,0.41,0.31,2.54,71.74%
2021-06-30,15.51亿,False,12.89亿,False,561.29亿,False,0.3500,2.55,0.27,1.26,-0.96,2.76%,3.55%,14.63%,13.84%,33.47,7.04,25.56,7.92,1.14,0.41,0.27,2.25,69.27%
2020-12-31,11.38亿,59.84%,7.31亿,32.79%,769.42亿,21.55%,0.2600,2.26,0.28,0.96,0.08,1.48%,2.32%,11.79%,11.46%,31.94,14.96,24.07,7.87,1.04,0.56,0.41,1.88,65.33%
2019-12-31,7.12亿,-45.40%,5.50亿,-45.08%,633.03亿,41.50%,0.1600,2.13,0.28,0.74,0.10,1.12%,2.69%,7.95%,7.60%,36.02,12.85,28.01,8.01,0.98,0.49,0.37,1.80,64.32%
2018-12-31,13.04亿,False,10.02亿,False,447.38亿,False,0.3200,1.95,0.27,0.59,-0.02,2.91%,3.59%,17.96%,15.17%,50.84,9.02,39.91,10.93,1.22,0.60,0.58,1.57,61.12%
