报告期,净利润,净利润同比增长率,扣非净利润,扣非净利润同比增长率,营业总收入,营业总收入同比增长率,基本每股收益,每股净资产,每股资本公积金,每股未分配利润,每股经营现金流,销售净利率,销售毛利率,净资产收益率,净资产收益率-摊薄,营业周期,存货周转率,存货周转天数,应收账款周转天数,流动比率,速动比率,保守速动比率,产权比率,资产负债率
2020-06-30,5.84亿,21.98%,5.51亿,21.51%,35.34亿,13.19%,0.3433,3.15,0.20,1.71,0.39,16.51%,31.32%,10.92%,10.74%,204.49,1.60,112.77,91.72,1.94,1.30,1.30,0.60,37.45%
2020-03-31,2.14亿,31.68%,2.00亿,33.87%,15.81亿,16.01%,0.1267,3.11,0.20,1.69,0.27,13.53%,26.73%,4.08%,3.99%,210.63,0.79,113.42,97.21,1.88,1.29,1.29,0.58,36.75%
2019-12-31,12.06亿,111.41%,11.48亿,122.03%,71.29亿,29.68%,0.7150,2.98,0.19,1.57,0.62,16.92%,29.53%,26.73%,23.49%,174.91,4.13,87.18,87.73,1.79,1.24,1.24,0.60,37.66%
2019-09-30,8.51亿,122.13%,8.13亿,136.71%,50.10亿,30.18%,0.5048,2.77,0.19,1.43,0.57,16.99%,29.88%,19.53%,17.84%,179.94,2.76,97.73,82.21,1.84,1.25,1.25,0.65,39.27%
2019-06-30,4.78亿,143.40%,4.53亿,168.16%,31.22亿,26.72%,0.2835,2.54,0.18,1.21,0.32,15.32%,29.20%,11.33%,10.90%,182.63,1.84,97.67,84.95,1.70,1.16,1.16,0.70,41.24%
2019-03-31,1.62亿,131.47%,1.49亿,155.76%,13.63亿,16.61%,0.0970,2.43,0.17,1.13,0.10,11.92%,25.92%,3.97%,3.88%,197.76,0.88,101.81,95.95,1.77,1.21,1.21,0.68,40.63%
2018-12-31,5.70亿,180.29%,5.17亿,256.61%,54.97亿,18.81%,0.3407,2.33,0.15,1.03,0.44,10.38%,23.41%,15.34%,14.23%,167.63,4.73,76.14,91.49,1.79,1.18,1.18,0.65,39.23%
2018-09-30,3.83亿,136.70%,3.43亿,183.51%,38.49亿,14.02%,0.2289,2.21,0.14,0.96,0.35,9.96%,22.81%,10.55%,10.07%,172.29,3.35,80.48,91.81,1.64,1.04,1.04,0.72,42.00%
2018-06-30,1.97亿,90.87%,1.69亿,115.19%,24.64亿,14.78%,0.1174,2.10,0.13,0.85,0.13,7.98%,21.54%,5.52%,5.45%,168.36,2.41,74.81,93.55,1.61,0.96,0.96,0.71,41.62%
2018-03-31,7018.33万,42.35%,5835.61万,62.66%,11.69亿,8.99%,0.0419,2.13,0.10,0.84,0.07,6.00%,17.65%,1.99%,1.97%,165.77,1.24,72.86,92.91,1.65,1.06,1.06,0.68,40.56%
2017-12-31,2.04亿,55.95%,1.45亿,84.29%,46.27亿,22.07%,0.1216,2.08,0.10,0.80,0.09,4.40%,17.94%,5.97%,5.83%,148.32,5.30,67.97,80.35,1.58,0.99,0.99,0.72,41.79%
2017-09-30,1.62亿,150.19%,1.21亿,277.90%,33.76亿,21.37%,0.0967,2.06,0.10,0.80,0.06,4.80%,18.59%,4.76%,4.70%,149.54,3.78,71.45,78.08,1.59,1.03,1.03,0.70,41.33%
2017-06-30,1.03亿,239.36%,7855.19万,768.88%,21.46亿,15.75%,0.0615,2.02,0.10,0.76,-0.04,4.80%,18.58%,3.04%,3.04%,154.22,2.43,74.03,80.20,1.49,1.01,1.01,0.68,40.41%
2017-03-31,4930.45万,185.13%,3587.67万,252.55%,10.73亿,18.23%,0.0300,2.04,0.10,0.78,-0.05,4.60%,15.68%,1.45%,1.44%,147.99,1.24,72.38,75.61,1.72,1.05,1.05,0.57,36.23%
2016-12-31,1.31亿,2256.55%,7867.76万,309.70%,37.90亿,12.23%,0.0780,2.01,0.10,0.75,0.19,3.44%,15.67%,3.96%,3.88%,147.26,5.17,69.65,77.61,1.65,0.92,0.92,0.58,36.79%
2016-09-30,6471.08万,382.53%,3204.01万,169.71%,27.81亿,11.48%,0.0400,1.97,0.10,0.72,0.12,2.33%,14.74%,1.98%,1.97%,141.78,4.25,63.48,78.29,1.49,0.99,0.99,0.64,39.20%
2016-06-30,3034.39万,172.42%,904.06万,115.46%,18.54亿,12.66%,0.0200,1.94,0.10,0.70,0.03,1.64%,14.73%,0.94%,0.93%,141.03,3.00,60.09,80.94,1.40,1.02,1.02,0.71,41.48%
2016-03-31,1729.20万,152.48%,1017.63万,126.36%,9.07亿,9.02%,0.0100,1.94,0.10,0.69,-0.04,1.91%,12.68%,0.53%,0.53%,146.00,1.42,63.24,82.76,1.31,0.89,0.89,0.67,39.95%
2015-12-31,553.80万,145.73%,-3751.95万,-20.30%,33.77亿,2.59%,0.0033,1.93,0.10,0.68,0.08,0.16%,11.72%,0.17%,0.17%,141.77,5.96,60.36,81.41,1.39,0.92,0.92,0.68,40.62%
2015-09-30,-2290.42万,-33.13%,-4596.19万,-197.34%,24.95亿,-1.68%,-0.0100,1.91,0.10,0.67,0.02,-0.92%,9.77%,-0.71%,-0.72%,141.21,4.72,57.17,84.04,1.44,1.02,1.02,0.68,40.48%
2015-06-30,-4189.93万,-339.01%,-5847.20万,-424.63%,16.46亿,-1.37%,-0.0300,1.90,0.10,0.66,-0.0100,-2.55%,7.39%,-1.31%,-1.32%,132.44,3.55,50.75,81.69,1.91,1.32,1.32,0.77,43.44%
2015-03-31,-3294.69万,-238.88%,-3860.14万,-287.78%,8.32亿,4.64%,-0.0100,1.91,0.10,0.66,-0.04,-3.96%,7.68%,-1.03%,-1.03%,135.58,1.62,55.42,80.16,1.77,1.20,1.20,0.76,43.15%
2014-12-31,-1210.92万,-106.73%,-3118.86万,-116.51%,32.92亿,9.10%,-0.0072,1.92,0.10,0.68,0.03,-0.37%,12.24%,-0.37%,-0.38%,127.14,6.99,51.50,75.64,1.80,1.10,1.10,0.69,40.84%
2014-09-30,-1720.49万,-109.07%,-1545.74万,-107.80%,25.38亿,7.51%,-0.0100,1.93,0.10,0.69,0.09,-0.68%,12.39%,-0.52%,-0.53%,132.35,5.43,49.71,82.64,1.64,1.22,1.22,0.68,40.46%
2014-06-30,1753.00万,-86.26%,1801.19万,-86.56%,16.69亿,8.12%,0.0100,1.95,0.10,0.70,0.03,1.05%,12.35%,0.52%,0.54%,131.60,3.50,51.49,80.11,1.72,1.28,1.28,0.60,37.45%
2014-03-31,2372.30万,-59.84%,2055.63万,-65.29%,7.95亿,5.57%,0.0100,2.44,0.32,0.94,-0.0092,2.98%,14.44%,0.70%,0.70%,132.60,1.68,53.42,79.18,2.17,1.53,1.53,0.47,32.16%
2013-12-31,1.80亿,-39.28%,1.89亿,-35.85%,30.17亿,-4.04%,0.1100,2.42,0.32,0.93,0.25,5.97%,18.01%,5.34%,5.32%,129.15,7.98,45.12,84.03,2.33,1.66,1.66,0.42,29.68%
2013-09-30,1.90亿,-22.95%,1.98亿,-19.00%,23.60亿,-3.19%,0.1100,2.43,0.32,0.94,0.18,8.03%,20.00%,5.58%,5.59%,129.77,6.99,38.61,91.16,2.91,2.45,2.45,0.35,26.12%
2013-06-30,1.28亿,-14.47%,1.34亿,-9.49%,15.43亿,0.54%,0.0800,2.39,0.32,0.90,0.06,8.27%,20.17%,3.73%,3.83%,129.49,4.74,38.01,91.48,2.66,2.30,2.30,0.41,28.92%
2013-03-31,5907.40万,-9.47%,5922.27万,-8.00%,7.53亿,8.34%,0.0400,3.00,0.58,1.22,-0.36,7.84%,19.56%,1.71%,1.69%,129.38,2.38,37.80,91.58,2.98,2.72,2.72,0.37,27.12%
2012-12-31,2.96亿,-9.59%,2.94亿,-10.93%,31.44亿,0.23%,0.2100,2.95,0.58,1.17,0.41,9.43%,20.40%,8.95%,8.64%,117.80,9.52,37.80,80.00,2.97,2.72,2.72,0.36,26.73%
2012-09-30,2.46亿,-4.18%,2.45亿,-4.22%,24.38亿,-0.87%,0.1800,2.91,0.58,1.15,0.16,10.09%,20.78%,7.47%,7.28%,119.42,7.33,36.81,82.60,2.69,2.46,2.46,0.40,28.39%
2012-06-30,1.49亿,-11.84%,1.48亿,-12.02%,15.35亿,-7.28%,0.1100,2.83,0.58,1.07,0.09,9.72%,20.87%,4.57%,4.54%,124.96,4.43,40.65,84.32,2.72,2.47,2.47,0.37,27.13%
2012-03-31,6525.20万,-4.90%,6437.11万,-5.97%,6.95亿,-7.53%,0.0600,3.96,1.22,1.49,0.07,9.38%,20.65%,2.01%,1.99%,129.22,2.01,44.76,84.46,2.81,2.55,2.55,0.34,25.64%
2011-12-31,3.28亿,0.54%,3.31亿,3.69%,31.37亿,4.74%,0.2800,3.88,1.22,1.41,0.51,10.45%,22.10%,10.53%,10.18%,114.63,9.95,36.17,78.46,2.97,2.66,2.66,0.32,24.02%
2011-09-30,2.57亿,6.81%,2.55亿,6.66%,24.60亿,12.27%,0.2200,3.79,1.22,1.37,0.36,10.44%,21.42%,8.29%,8.16%,116.90,7.77,34.75,82.14,2.63,2.38,2.38,0.41,29.31%
2011-06-30,1.69亿,16.79%,1.68亿,15.54%,16.56亿,16.44%,0.1500,3.69,1.22,1.26,0.20,10.22%,21.28%,5.33%,5.53%,117.96,5.71,31.53,86.43,2.60,2.38,2.38,0.42,29.46%
2011-03-31,6861.44万,2.47%,6845.45万,False,7.52亿,14.45%,0.0600,4.48,1.66,1.57,0.12,9.12%,19.47%,2.24%,2.21%,123.48,2.63,34.27,89.21,2.98,2.71,2.71,0.36,26.32%
2010-12-31,3.26亿,5.51%,3.19亿,1.50%,29.95亿,31.12%,0.4300,4.38,1.66,1.47,0.62,10.89%,22.27%,15.92%,10.76%,115.01,10.71,33.61,81.40,3.29,3.02,3.02,0.32,24.45%
2010-09-30,2.40亿,24.84%,2.40亿,False,21.91亿,35.86%,0.3200,4.25,1.66,1.39,0.33,10.98%,22.13%,13.88%,8.17%,123.48,7.18,37.62,85.86,3.25,2.94,2.94,0.35,25.82%
2010-06-30,1.45亿,29.22%,1.46亿,29.08%,14.22亿,39.18%,0.2000,2.65,False,1.41,0.26,10.19%,21.85%,False,8.94%,122.74,4.90,36.74,86.00,1.74,1.46,1.46,0.66,39.63%
2010-03-31,6696.05万,False,False,False,6.57亿,False,0.1100,False,False,False,0.13,10.19%,20.80%,4.44%,False,False,False,False,False,False,False,False,False,False
2009-12-31,3.09亿,27.58%,3.14亿,34.10%,22.84亿,-19.40%,0.5100,2.41,False,1.18,0.66,13.40%,24.32%,22.95%,20.94%,134.17,8.13,44.30,89.86,1.63,1.35,1.35,0.68,40.49%
2009-09-30,1.93亿,False,False,False,16.13亿,False,0.3100,False,False,False,False,11.76%,23.70%,False,False,False,False,False,False,False,False,False,False,False
2009-06-30,1.12亿,False,1.13亿,False,10.22亿,False,0.1800,False,False,False,0.32,10.72%,22.44%,False,8.70%,False,False,False,False,False,False,False,False,False
2008-12-31,2.42亿,84.26%,2.34亿,76.06%,28.34亿,-1.44%,0.4000,2.11,0.0031,0.83,0.78,8.37%,18.35%,21.30%,19.57%,121.50,7.37,48.85,72.66,1.38,1.14,1.14,0.94,47.52%
2007-12-31,1.31亿,False,1.33亿,False,28.75亿,False,0.2100,1.82,0.0031,0.58,0.27,4.39%,12.77%,12.93%,12.44%,140.42,5.92,60.81,79.61,0.96,0.67,0.67,1.49,58.66%
